City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Inhambane,MZ,2022-02-08 20:51:21,-23.865,35.3833,73.47,86,0,6.87
285,Tapes,BR,2022-02-08 20:51:22,-30.6733,-51.3958,74.86,57,48,13.09
286,Skagen,DK,2022-02-08 20:51:22,57.7209,10.5839,41.27,77,29,23.51
287,Cap Malheureux,MU,2022-02-08 20:51:22,-19.9842,57.6142,75.69,79,55,3.0
288,Saldanha,ZA,2022-02-08 20:51:23,-33.0117,17.9442,66.25,92,57,7.87
289,Micheweni,TZ,2022-02-08 20:51:23,-4.9667,39.8333,80.69,74,83,12.8
290,Halifax,CA,2022-02-08 20:50:30,44.6453,-63.5724,42.69,98,100,16.11
291,Thompson,CA,2022-02-08 20:51:24,55.7435,-97.8558,19.56,79,100,14.97
292,Mayo,US,2022-02-08 20:51:24,38.8876,-76.5119,48.58,39,0,13.8
293,Chibuto,MZ,2022-02-08 20:51:24,-24.6867,33.5306,70.39,87,0,3.44
294,Finote Selam,ET,2022-02-08 20:51:25,10.7,37.2667,65.52,49,94,4.03
295,Aykhal,RU,2022-02-08 20:51:25,66.0,111.5,-23.08,100,74,4.81
296,Trelew,AR,2022-02-08 20:51:25,-43.249,-65.3051,67.24,40,96,22.64
297,Mandera,KE,2022-02-08 20:51:26,3.9366,41.867,82.56,21,95,12.15
298,Segou,ML,2022-02-08 20:51:26,13.4317,-6.2157,79.16,10,5,8.9
299,Bethel,US,2022-02-08 20:51:26,41.3712,-73.414,39.09,75,100,9.22
300,San Vicente,AR,2022-02-08 20:51:27,-26.6167,-54.1333,83.62,24,0,4.74
301,Goderich,CA,2022-02-08 20:51:27,43.7501,-81.7165,28.9,68,97,11.5
302,Nikolsk,RU,2022-02-08 20:51:28,53.7189,46.0712,27.59,96,100,12.55
303,Kruisfontein,ZA,2022-02-08 20:51:28,-34.0033,24.7314,68.83,55,31,5.46
304,Lubawa,PL,2022-02-08 20:51:28,53.5043,19.7497,38.77,82,39,16.8
305,Torbay,CA,2022-02-08 20:46:58,47.6666,-52.7314,28.58,78,100,14.97
306,Komsomolskiy,UZ,2022-02-08 20:51:29,40.4272,71.7189,35.02,86,100,4.61
307,Bamiantong,CN,2022-02-08 20:51:29,44.9333,130.5333,-5.22,99,58,3.09
308,College,US,2022-02-08 20:51:29,64.8569,-147.8028,-4.02,72,75,5.75
309,Arona,ES,2022-02-08 20:51:30,28.0996,-16.681,67.8,64,0,5.75
310,Svetlogorsk,BY,2022-02-08 20:51:30,52.6333,29.7333,27.59,91,98,9.4
311,Lompoc,US,2022-02-08 20:51:30,34.6391,-120.4579,83.01,32,0,4.61
312,Casma,CL,2022-02-08 20:51:31,-41.0082,-73.1244,72.25,36,66,7.72
313,Garh Maharaja,PK,2022-02-08 20:51:31,30.8339,71.9053,56.32,76,100,6.33
314,Asyut,EG,2022-02-08 20:51:32,27.181,31.1837,58.62,26,0,4.59
315,Bosaso,SO,2022-02-08 20:51:32,11.2842,49.1816,73.8,72,24,5.41
316,Siocon,PH,2022-02-08 20:51:32,7.7061,122.1353,77.05,89,91,4.92
317,Mwinilunga,ZM,2022-02-08 20:52:33,-11.7358,24.4293,62.38,97,100,3.65
318,Maneadero,MX,2022-02-08 20:52:33,31.7167,-116.5667,77.18,50,8,5.99
319,Leninskoye,KZ,2022-02-08 20:52:34,41.7589,69.3864,33.73,100,100,3.98
320,Sainte-Suzanne,RE,2022-02-08 20:52:34,-20.9061,55.6089,77.22,85,100,13.8
321,Chapais,CA,2022-02-08 20:52:34,49.7834,-74.8492,20.98,91,100,5.23
322,Sosnovoborsk,RU,2022-02-08 20:52:35,56.1325,93.3589,-12.39,100,100,1.57
323,Hualmay,PE,2022-02-08 20:52:35,-11.0964,-77.6139,74.41,70,31,9.33
324,Liku,ID,2022-02-08 20:52:35,-0.7275,119.8922,74.53,96,100,1.52
325,Ketegyhaza,HU,2022-02-08 20:52:36,46.5333,21.1833,40.91,60,77,8.55
326,Goundam,ML,2022-02-08 20:52:36,16.4145,-3.6708,73.09,7,0,10.49
327,Chapadinha,BR,2022-02-08 20:52:37,-3.7417,-43.3603,80.98,74,66,2.53
328,Dukat,RU,2022-02-08 20:52:37,62.55,155.55,-21.3,66,92,2.51
329,Port Macquarie,AU,2022-02-08 20:52:37,-31.4333,152.9167,66.88,82,7,4.34
330,Eirunepe,BR,2022-02-08 20:52:38,-6.6603,-69.8736,75.52,92,100,0.51
331,Pitsunda,GE,2022-02-08 20:52:38,43.1592,40.3378,46.58,80,100,11.97
332,Hokitika,NZ,2022-02-08 20:50:08,-42.7167,170.9667,67.51,91,100,2.84
333,Nadvoitsy,RU,2022-02-08 20:52:39,63.8667,34.3167,15.28,97,100,5.79
334,Esperance,AU,2022-02-08 20:48:53,-33.8667,121.9,55.24,70,26,5.7
335,Bikaner,IN,2022-02-08 20:52:39,28.0167,73.3,63.18,48,99,9.15
336,Auchi,NG,2022-02-08 20:52:39,7.0667,6.2667,80.49,20,71,1.92
337,Ixtapa,MX,2022-02-08 20:52:40,20.7,-105.2,85.01,35,1,8.99
338,Tual,ID,2022-02-08 20:52:40,-5.6667,132.75,82.9,77,100,10.89
339,Pakxan,LA,2022-02-08 20:52:41,18.3778,103.6601,67.21,60,99,4.07
340,Severnoye,RU,2022-02-08 20:52:41,56.3491,78.3619,-11.47,100,26,5.97
341,Hithadhoo,MV,2022-02-08 20:49:21,-0.6,73.0833,82.54,69,100,14.2
342,Nogliki,RU,2022-02-08 20:52:41,51.8333,143.1667,13.73,94,100,16.96
343,Saint-Joseph,RE,2022-02-08 20:52:42,-21.3667,55.6167,75.58,84,73,9.1
344,Dunedin,NZ,2022-02-08 20:52:42,-45.8742,170.5036,58.8,87,100,5.01
345,Taoudenni,ML,2022-02-08 20:52:42,22.6783,-3.9836,71.65,11,0,11.25
346,Antalaha,MG,2022-02-08 20:52:43,-14.9003,50.2788,75.65,91,100,2.98
347,Koulamoutou,GA,2022-02-08 20:52:43,-1.1303,12.4736,77.04,71,49,3.6
348,Pokrovsk,UA,2022-02-08 20:52:44,48.282,37.1758,32.86,99,100,6.04
349,Poum,NC,2022-02-08 20:52:44,-20.2333,164.0167,81.73,85,100,26.75
350,Soe,ID,2022-02-08 20:52:44,-9.8607,124.284,66.79,92,94,2.53
351,Chipata,ZM,2022-02-08 20:52:45,-13.6333,32.65,64.42,96,58,3.87
352,Tecoanapa,MX,2022-02-08 20:52:45,16.5167,-98.75,82.76,60,4,11.27
353,Omsukchan,RU,2022-02-08 20:52:45,62.5333,155.8,-23.31,71,90,2.75
354,Grindavik,IS,2022-02-08 20:52:46,63.8424,-22.4338,30.67,100,75,10.36
355,Belmonte,BR,2022-02-08 20:52:46,-15.8631,-38.8828,82.9,78,1,9.26
356,Abha,SA,2022-02-08 20:52:46,18.2164,42.5053,52.05,87,0,0.0
357,Ponta Do Sol,PT,2022-02-08 20:52:47,32.6667,-17.1,68.0,54,30,9.17
358,Tazovskiy,RU,2022-02-08 20:52:47,67.4667,78.7,-2.49,82,100,16.51
359,Eyl,SO,2022-02-08 20:52:47,7.9803,49.8164,74.28,69,64,18.01
360,Luderitz,NA,2022-02-08 20:50:23,-26.6481,15.1594,70.03,77,35,10.18
361,Vila Do Maio,CV,2022-02-08 20:52:48,15.1333,-23.2167,72.39,81,1,9.31
362,Kampot,KH,2022-02-08 20:52:48,10.6167,104.1833,80.65,82,95,2.84
363,Kuchera,IN,2022-02-08 20:53:49,26.9839,73.9719,65.07,51,64,7.58
364,Balkanabat,TM,2022-02-08 20:53:49,39.5108,54.3671,44.28,51,50,10.74
365,Marshall,US,2022-02-08 20:52:18,34.3834,-86.3333,56.57,37,0,4.61
366,Kayerkan,RU,2022-02-08 20:53:50,69.3497,87.7602,-1.48,77,100,14.09
367,Vila,PT,2022-02-08 20:53:50,42.0304,-8.1588,45.93,60,3,3.74
368,Constitucion,CL,2022-02-08 20:53:50,-35.3333,-72.4167,71.56,62,15,19.62
369,Port Hedland,AU,2022-02-08 20:53:29,-20.3167,118.5667,75.25,94,61,5.75
370,Aasiaat,GL,2022-02-08 20:53:51,68.7098,-52.8699,-10.84,91,100,15.01
371,Karratha,AU,2022-02-08 20:53:51,-20.7377,116.8463,82.6,76,79,7.47
372,Nemuro,JP,2022-02-08 20:53:52,43.3236,145.575,23.18,71,85,12.41
373,Lima,PE,2022-02-08 20:53:52,-12.0432,-77.0282,79.9,64,20,9.22
374,Raga,SS,2022-02-08 20:53:52,8.4596,25.678,71.44,18,9,2.3
375,Asau,RO,2022-02-08 20:53:53,46.4333,26.4,31.39,89,14,6.35
376,Tautira,PF,2022-02-08 20:53:53,-17.7333,-149.15,86.02,78,67,17.9
377,Rio Grande,BR,2022-02-08 20:53:53,-32.035,-52.0986,77.11,59,24,12.75
378,Srednekolymsk,RU,2022-02-08 20:53:54,67.45,153.6833,-43.92,99,72,5.68
379,Colinas,BR,2022-02-08 20:53:54,-6.0258,-44.2492,81.19,79,49,1.48
380,Ca Mau,VN,2022-02-08 20:53:55,9.1769,105.15,77.36,84,100,9.48
381,Kortkeros,RU,2022-02-08 20:53:55,61.8106,51.5806,15.8,94,93,7.36
382,Los Llanos De Aridane,ES,2022-02-08 20:53:55,28.6585,-17.9182,64.15,72,0,9.22
383,Puerto Escondido,MX,2022-02-08 20:53:56,15.85,-97.0667,81.41,68,17,7.72
384,Kaputa,ZM,2022-02-08 20:53:56,-8.4689,29.6619,68.59,89,100,3.2
385,Kropotkin,RU,2022-02-08 20:53:57,45.4375,40.5756,39.99,82,100,7.14
386,Dodoma,TZ,2022-02-08 20:53:57,-6.1722,35.7395,73.31,78,20,6.91
387,Smoky Lake,CA,2022-02-08 20:53:57,54.1169,-112.4686,39.96,56,32,9.22
388,Saint-Malo,FR,2022-02-08 20:53:58,48.5,-1.8333,46.85,85,95,6.71
389,Mahendranagar,NP,2022-02-08 20:53:58,28.9167,80.3333,54.79,65,27,4.12
390,Ocos,GT,2022-02-08 20:53:58,14.5094,-92.1933,90.1,63,17,8.68
391,Myaundzha,RU,2022-02-08 20:53:59,63.0494,147.1858,-30.35,85,15,1.77
392,Thoen,TH,2022-02-08 20:53:59,17.6129,99.2161,65.55,46,68,2.46
393,Ugoofaaru,MV,2022-02-08 20:53:59,5.6667,73.0,81.36,68,95,12.37
394,San Juan,AR,2022-02-08 20:50:44,-31.5375,-68.5364,93.36,18,0,6.58
395,Chardara,KZ,2022-02-08 20:54:00,41.2547,67.9692,37.18,83,99,2.39
396,Seinajoki,FI,2022-02-08 20:54:00,62.7945,22.8282,30.78,73,75,5.75
397,Bavly,RU,2022-02-08 20:54:00,54.393,53.2602,13.71,96,100,3.78
398,Sabha,LY,2022-02-08 20:54:01,27.0377,14.4283,55.96,41,2,15.35
399,Sydney,AU,2022-02-08 20:54:01,-33.8679,151.2073,67.6,87,0,6.91
400,Honningsvag,NO,2022-02-08 20:54:02,70.9821,25.9704,24.33,75,100,25.39
401,Tsiroanomandidy,MG,2022-02-08 20:54:02,-18.7667,46.0333,67.93,96,100,1.81
402,Sampit,ID,2022-02-08 20:54:02,-2.5333,112.95,73.0,98,100,1.97
403,Huarmey,PE,2022-02-08 20:54:03,-10.0681,-78.1522,74.62,72,24,9.44
404,Brae,GB,2022-02-08 20:54:03,60.3964,-1.353,42.71,77,100,33.08
405,Olinda,BR,2022-02-08 20:54:03,-8.0089,-34.8553,83.93,61,40,8.05
406,Mackenzie,CA,2022-02-08 20:54:04,55.2999,-123.1698,35.82,69,40,10.36
407,Kaeo,NZ,2022-02-08 20:50:09,-35.1,173.7833,74.32,98,86,8.7
408,San Carlos De Bariloche,AR,2022-02-08 20:54:04,-41.1456,-71.3082,76.75,27,20,21.85
409,Texarkana,US,2022-02-08 20:54:05,33.4251,-94.0477,64.9,24,0,15.99
410,Walvis Bay,NA,2022-02-08 20:55:05,-22.9575,14.5053,72.09,83,55,5.75
411,Wasilla,US,2022-02-08 20:54:21,61.5814,-149.4394,33.4,78,100,12.66
412,Cap-Aux-Meules,CA,2022-02-08 20:55:06,47.3821,-61.8597,32.05,100,100,25.32
413,Acapulco,MX,2022-02-08 20:55:06,16.8634,-99.8901,82.49,60,5,9.37
414,Samarai,PG,2022-02-08 20:55:06,-10.6167,150.6667,81.07,78,57,4.16
415,Sibolga,ID,2022-02-08 20:55:07,1.7427,98.7792,73.76,94,100,3.6
416,Sakakah,SA,2022-02-08 20:55:07,29.9697,40.2064,54.97,32,0,7.92
417,Gamba,GA,2022-02-08 20:54:19,-2.65,10.0,76.82,92,87,5.97
418,Bayir,TR,2022-02-08 20:55:08,37.2687,28.2167,39.72,92,83,4.92
419,Bagaces,CR,2022-02-08 20:55:08,10.5271,-85.2548,89.53,33,7,12.53
420,Celestun,MX,2022-02-08 20:55:08,20.8667,-90.4,69.01,81,100,21.45
421,Cam Ranh,VN,2022-02-08 20:55:09,11.9214,109.1591,73.36,88,20,5.75
422,Nara,JP,2022-02-08 20:55:09,34.6851,135.8049,36.97,62,100,1.3
423,San Cristobal,VE,2022-02-08 20:55:09,7.7669,-72.225,80.78,56,80,4.97
424,Crestview,US,2022-02-08 20:55:10,30.7621,-86.5705,60.91,37,0,8.01
425,Libourne,FR,2022-02-08 20:55:10,44.9167,-0.25,48.87,72,82,5.93
426,Flin Flon,CA,2022-02-08 20:51:51,54.7682,-101.865,22.84,80,100,16.11
427,Erattupetta,IN,2022-02-08 20:55:11,9.7,76.7833,71.29,95,72,2.3
428,Caluquembe,AO,2022-02-08 20:55:11,-13.7833,14.6833,58.75,98,100,2.44
429,Marrakesh,MA,2022-02-08 20:55:04,31.6315,-8.0083,69.87,30,40,12.66
430,Bay Roberts,CA,2022-02-08 20:55:11,47.5999,-53.2648,29.34,76,100,5.01
431,Mayumba,GA,2022-02-08 20:55:12,-3.432,10.6554,78.01,90,98,6.67
432,Hobyo,SO,2022-02-08 20:55:12,5.3505,48.5268,76.28,72,21,20.31
433,Pavelets,RU,2022-02-08 20:55:12,53.7883,39.246,31.59,87,100,8.32
434,Zharkent,KZ,2022-02-08 20:55:13,44.1628,80.0,28.54,75,100,5.46
435,Mattru,SL,2022-02-08 20:55:13,7.6244,-11.8332,78.15,82,35,4.97
436,Ngunguru,NZ,2022-02-08 20:54:35,-35.6167,174.5,74.16,98,77,10.04
437,Wattegama,LK,2022-02-08 20:55:14,6.7989,81.4808,70.2,79,99,5.14
438,Cabedelo,BR,2022-02-08 20:55:14,-6.9811,-34.8339,84.87,74,1,14.0
439,Moose Factory,CA,2022-02-08 20:55:14,51.2585,-80.6094,19.4,63,0,2.3
440,Monrovia,LR,2022-02-08 20:55:15,6.3005,-10.7969,78.57,80,40,7.74
441,Temerloh,MY,2022-02-08 20:55:15,3.4483,102.4176,72.66,99,100,2.3
442,Nome,US,2022-02-08 20:51:00,64.5011,-165.4064,1.47,55,100,20.71
443,Oppdal,NO,2022-02-08 20:55:16,62.5943,9.6912,24.26,91,92,10.63
444,Kyabe,TD,2022-02-08 20:55:16,9.4515,18.9449,78.6,14,58,4.25
445,Mlonggo,ID,2022-02-08 20:55:16,-6.5333,110.7,72.52,85,100,5.19
446,Adre,TD,2022-02-08 20:55:17,13.4667,22.2,64.54,11,17,7.43
447,Bushehr,IR,2022-02-08 20:55:17,28.9684,50.8385,61.11,57,0,13.96
448,Kant,IN,2022-02-08 20:55:18,27.8,79.8,58.24,77,51,6.02
449,Beloha,MG,2022-02-08 20:55:18,-25.1667,45.05,75.76,83,63,13.71
450,Tsumeb,NA,2022-02-08 20:55:18,-19.2333,17.7167,69.35,55,34,4.72
451,Kakinada,IN,2022-02-08 20:55:19,16.9333,82.2167,68.79,83,10,2.86
452,Richards Bay,ZA,2022-02-08 20:55:19,-28.783,32.0377,70.2,90,3,3.33
453,Kizukuri,JP,2022-02-08 20:55:19,40.8061,140.3861,32.11,52,100,8.55
454,Westport,US,2022-02-08 20:55:20,41.1415,-73.3579,40.91,69,100,10.36
455,Muravlenko,RU,2022-02-08 20:55:20,63.7898,74.523,-9.98,91,43,11.63
456,Madimba,TZ,2022-02-08 20:55:20,-10.4,40.3333,81.72,83,75,11.5
457,Gidole,ET,2022-02-08 20:55:21,5.65,37.3667,63.1,30,39,5.08
458,Flagstaff,US,2022-02-08 20:56:21,35.1981,-111.6513,59.09,16,0,14.97
459,Rundu,NA,2022-02-08 20:56:22,-17.9333,19.7667,70.12,66,55,3.47
460,Nanortalik,GL,2022-02-08 20:56:22,60.1432,-45.2371,11.82,60,3,29.77
461,Milkovo,RU,2022-02-08 20:56:22,54.7167,158.6167,9.32,97,100,0.65
462,Crixas,BR,2022-02-08 20:56:23,-14.5489,-49.9692,78.06,86,100,1.61
463,Ilhabela,BR,2022-02-08 20:56:23,-23.7781,-45.3581,75.0,82,89,6.08
464,Haines Junction,CA,2022-02-08 20:53:23,60.7522,-137.5108,35.55,64,95,6.91
465,Port Lincoln,AU,2022-02-08 20:53:03,-34.7333,135.8667,65.05,78,100,9.24
466,Ciochina,RO,2022-02-08 20:56:24,44.5833,27.0667,37.83,64,6,5.17
467,Aksarka,RU,2022-02-08 20:56:24,66.5606,67.7975,-4.04,99,100,11.52
468,Khash,IR,2022-02-08 20:56:24,28.2211,61.2158,45.54,37,0,3.83
469,Qurayyat,SA,2022-02-08 20:56:25,31.3318,37.3428,51.98,40,0,9.22
470,Nyurba,RU,2022-02-08 20:56:10,63.2842,118.3319,-19.19,100,100,2.59
471,Ola,RU,2022-02-08 20:56:25,59.5833,151.2833,-2.9,83,86,8.9
472,Mount Isa,AU,2022-02-08 20:56:26,-20.7333,139.5,73.17,100,2,0.0
473,Emba,KZ,2022-02-08 20:56:26,48.8264,58.1442,5.9,99,100,3.56
474,Eureka,US,2022-02-08 20:54:10,40.8021,-124.1637,58.39,78,0,3.0
475,Olovyannaya,RU,2022-02-08 20:56:27,50.95,115.5667,-9.02,100,26,1.48
476,Coahuayana,MX,2022-02-08 20:56:27,18.7333,-103.6833,85.95,43,0,8.19
477,Tilichiki,RU,2022-02-08 20:56:27,60.4667,166.1,-18.76,90,14,8.95
478,Luis Correia,BR,2022-02-08 20:56:28,-2.8792,-41.6669,86.0,74,20,10.36
479,Coripata,BO,2022-02-08 20:56:28,-16.3,-67.6,86.81,91,99,2.55
480,Broome,US,2022-02-08 20:56:28,42.2506,-75.833,34.9,71,100,5.99
481,Anloga,GH,2022-02-08 20:56:29,5.7947,0.8973,84.42,81,43,9.95
482,Varhaug,NO,2022-02-08 20:56:29,58.6147,5.6457,43.9,74,100,19.53
483,Alice Town,BS,2022-02-08 20:51:51,25.7167,-79.3,73.87,69,0,1.21
484,Byron Bay,AU,2022-02-08 20:56:30,-28.65,153.6167,68.05,77,21,5.68
485,Viedma,AR,2022-02-08 20:56:30,-40.8135,-62.9967,81.99,32,92,16.06
486,Carnarvon,AU,2022-02-08 20:56:30,-24.8667,113.6333,75.27,69,0,12.66
487,Pointe Michel,DM,2022-02-08 20:56:31,15.25,-61.3833,81.54,65,75,3.44
488,Aljezur,PT,2022-02-08 20:56:31,37.3191,-8.8033,55.04,85,0,12.35
489,Santa Maria,BR,2022-02-08 20:56:31,-29.6842,-53.8069,81.7,39,20,4.61
490,Udachnyy,RU,2022-02-08 20:56:13,66.4167,112.4,-33.21,100,81,3.58
491,Padang,ID,2022-02-08 20:56:32,-0.9492,100.3543,76.87,80,99,4.27
492,Assiniboia,CA,2022-02-08 20:56:32,49.6334,-105.9845,39.11,75,99,23.02
493,Bilibino,RU,2022-02-08 20:56:33,68.0546,166.4372,-25.96,74,14,2.17
494,Sambava,MG,2022-02-08 20:55:47,-14.2667,50.1667,75.25,91,70,4.0
495,Plettenberg Bay,ZA,2022-02-08 20:56:33,-34.0527,23.3716,68.04,67,47,5.68
496,Dolores,AR,2022-02-08 20:56:34,-36.3132,-57.6792,75.94,39,0,6.62
497,Bereda,ES,2022-02-08 20:56:34,43.2686,-7.5406,46.15,87,1,1.9
498,Rio Gallegos,AR,2022-02-08 20:56:34,-51.6226,-69.2181,64.45,24,20,18.41
499,Kavaratti,IN,2022-02-08 20:56:35,10.5669,72.642,78.64,73,46,14.5
500,Talara,PE,2022-02-08 20:56:35,-4.5772,-81.2719,81.36,57,40,10.36
501,Sistranda,NO,2022-02-08 20:56:35,63.7256,8.834,37.9,78,100,37.2
502,Kungurtug,RU,2022-02-08 20:56:36,50.5994,97.5228,-10.03,96,100,2.19
503,Lazaro Cardenas,MX,2022-02-08 20:56:36,17.9583,-102.2,81.5,61,4,9.66
504,San Nicolas,PH,2022-02-08 20:57:36,18.1725,120.5953,74.89,79,14,5.44
505,Banda Aceh,ID,2022-02-08 20:55:03,5.5577,95.3222,78.21,82,91,4.09
506,Ouahigouya,BF,2022-02-08 20:57:37,13.5828,-2.4216,76.21,12,0,9.98
507,Mackay,AU,2022-02-08 20:57:37,-21.15,149.2,72.68,94,2,4.61
508,Pagudpud,PH,2022-02-08 20:57:38,18.5616,120.7868,74.16,88,18,12.19
509,Meadow Lake,US,2022-02-08 20:57:38,34.8014,-106.5436,50.59,29,100,11.77
510,Pilibhit,IN,2022-02-08 20:57:39,28.6333,79.8,56.35,74,88,4.52
511,Oktyabrskiy,RU,2022-02-08 20:57:39,54.4815,53.471,13.8,96,100,3.91
512,Yar-Sale,RU,2022-02-08 20:57:39,66.8333,70.8333,0.25,89,100,16.06
513,Korla,CN,2022-02-08 20:57:40,41.7597,86.1469,23.9,51,81,2.71
514,Trairi,BR,2022-02-08 20:57:40,-3.2778,-39.2689,80.22,76,14,11.77
515,Kieta,PG,2022-02-08 20:57:41,-6.2167,155.6333,81.34,83,100,7.45
516,Axim,GH,2022-02-08 20:57:41,4.8699,-2.2405,79.0,86,35,9.31
517,Deputatskiy,RU,2022-02-08 20:56:38,69.3,139.9,-37.16,98,53,5.5
518,Petropavlovsk-Kamchatskiy,RU,2022-02-08 20:57:42,53.0452,158.6483,16.39,86,75,2.24
519,Pedro Carbo,EC,2022-02-08 20:57:42,-1.8333,-80.2333,78.21,83,100,1.19
520,High Prairie,CA,2022-02-08 20:57:42,55.4334,-116.4858,40.3,71,79,13.58
521,Bure,ET,2022-02-08 20:57:43,10.7,37.0667,64.08,44,60,6.53
522,Payo,ID,2022-02-08 20:57:43,-3.7508,103.6372,71.65,99,99,0.94
523,Rosarito,MX,2022-02-08 20:57:44,32.3333,-117.0333,83.14,26,10,5.93
524,Ust-Omchug,RU,2022-02-08 20:57:44,61.15,149.6333,-26.37,85,63,1.12
525,Ballina,AU,2022-02-08 20:57:44,-28.8667,153.5667,64.94,95,14,0.0
526,Klobuck,PL,2022-02-08 20:57:45,50.9008,18.9367,42.66,92,100,18.37
527,Port-Gentil,GA,2022-02-08 20:57:45,-0.7193,8.7815,80.83,79,70,8.39
528,Martinsville,US,2022-02-08 20:57:45,36.6915,-79.8725,52.18,39,0,4.61
529,Manokwari,ID,2022-02-08 20:57:46,-0.8667,134.0833,77.4,81,91,5.37
530,Buta,CD,2022-02-08 20:57:46,2.7858,24.73,72.82,36,54,1.41
531,Hurricane,US,2022-02-08 20:57:46,37.1753,-113.2899,62.6,19,10,8.9
532,Bandarbeyla,SO,2022-02-08 20:55:49,9.4942,50.8122,75.24,68,48,16.84
533,Liancheng,CN,2022-02-08 20:57:47,24.0519,105.075,45.99,96,100,3.69
534,Mineros,BO,2022-02-08 20:57:47,-17.1167,-63.2333,90.99,46,50,5.64
535,Udaipura,IN,2022-02-08 20:57:48,23.0833,78.5,63.09,42,0,2.24
536,Tezu,IN,2022-02-08 20:57:48,27.9167,96.1667,54.07,66,76,3.02
537,Isabela,PH,2022-02-08 20:57:48,6.7085,121.9711,77.36,85,100,4.14
538,Sao Felix Do Xingu,BR,2022-02-08 20:57:49,-6.6447,-51.995,78.04,91,47,2.42
539,Tvoroyri,FO,2022-02-08 20:57:49,61.5556,-6.8111,36.79,67,100,44.22
540,Xining,CN,2022-02-08 20:57:49,36.6167,101.7667,9.37,92,96,2.28
541,Worland,US,2022-02-08 20:57:50,44.0169,-107.9554,51.15,62,60,3.36
542,Chinsali,ZM,2022-02-08 20:57:50,-10.5414,32.0816,65.25,93,100,0.74
543,Rockingham,US,2022-02-08 20:57:50,42.9668,-71.0995,41.95,83,98,8.61
544,Wamba,NG,2022-02-08 20:57:51,8.9333,8.6,76.73,17,72,4.61
545,Charters Towers,AU,2022-02-08 20:57:51,-20.1,146.2667,71.65,83,5,6.06
546,Atikokan,CA,2022-02-08 20:58:52,48.7555,-91.6216,29.3,96,100,6.64
547,Smithers,CA,2022-02-08 20:58:52,54.7804,-127.1743,37.72,70,75,4.61
548,Ukiah,US,2022-02-08 20:54:03,39.1502,-123.2078,81.37,35,0,0.0
549,Cayenne,GF,2022-02-08 20:58:53,4.9333,-52.3333,84.24,81,20,10.36
550,Ossora,RU,2022-02-08 20:58:53,59.2353,163.0719,6.28,96,100,8.1
551,Kalach-Na-Donu,RU,2022-02-08 20:58:53,48.691,43.5264,33.12,90,100,11.12
552,Beirut,LB,2022-02-08 20:57:09,33.8889,35.4944,58.37,67,100,5.75
553,Winnemucca,US,2022-02-08 20:58:54,40.973,-117.7357,52.11,30,0,2.71
554,Erzin,TR,2022-02-08 20:58:54,36.9559,36.2,50.52,85,52,7.92
555,Hofn,IS,2022-02-08 20:58:55,64.2539,-15.2082,28.63,60,100,10.83
556,Berdigestyakh,RU,2022-02-08 20:58:55,62.0989,126.6992,-35.79,100,98,1.12
557,Tadine,NC,2022-02-08 20:58:55,-21.55,167.8833,80.82,88,100,19.3
558,Turukhansk,RU,2022-02-08 20:58:56,65.8167,87.9833,-16.76,92,100,4.38
559,Sarangani,PH,2022-02-08 20:58:56,5.4033,125.4636,80.53,82,100,21.68
560,Skelleftea,SE,2022-02-08 20:58:56,64.7507,20.9528,19.76,93,35,0.0
561,Cornwall,CA,2022-02-08 20:57:48,45.0181,-74.7281,34.21,94,100,5.08
562,Ginda,IN,2022-02-08 20:58:57,30.6945,78.4932,41.34,68,93,4.54
563,Massakory,TD,2022-02-08 20:58:57,12.996,15.7293,71.74,9,1,11.45
564,Kenai,US,2022-02-08 20:58:57,60.5544,-151.2583,31.03,93,100,13.8
565,Eydhafushi,MV,2022-02-08 20:58:58,5.1033,73.0708,81.91,66,100,12.8
566,Homer,US,2022-02-08 20:58:58,59.6425,-151.5483,31.08,93,97,12.8
567,Vigeland,NO,2022-02-08 20:58:59,58.0844,7.305,44.06,83,34,17.13
